"KEY","CODE","DESCRIPTION","TABLE_NAME","TEXT","TITLE",
"pleasurePiers","Co_40_05_63","","Co Complexes","pleasure piers","Pleasure piers",
"themeParks","Co_40_05_89","","Co Complexes","theme parks","Theme parks",
"historicComplexes","Co_40_35","","Co Complexes","historic complexes","Historic complexes",
"battleSites","Co_40_35_06","","Co Complexes","battle sites","Battle sites",
"historicSites","Co_40_35_39","","Co Complexes","historic sites","Historic sites",
"sitesOfAntiquity","Co_40_35_78","","Co Complexes","sites of antiquity","Sites of antiquity",
"visibleEarthworks","Co_40_35_94","","Co Complexes","visible earthworks","Visible earthworks",
"performingArtsComplexes","Co_40_60","","Co Complexes","performing arts complexes","Performing arts complexes",
"cinemaComplexes","Co_40_60_13","","Co Complexes","cinema complexes","Cinema complexes",
"circuses","Co_40_60_14","","Co Complexes","circuses","Circuses",
"concertHallComplexes","Co_40_60_16","","Co Complexes","concert hall complexes","Concert hall complexes",
"filmAndTelevisionStudioComplexes","Co_40_60_30","","Co Complexes","film and television studio complexes","Film and television studio complexes",
"theatreComplexes","Co_40_60_88","","Co Complexes","theatre complexes","Theatre complexes",
"socialRecreationComplexes","Co_40_75","","Co Complexes","social recreation complexes","Social recreation complexes",
"communityCentres","Co_40_75_15","","Co Complexes","community centres","Community centres",
"countryParks","Co_40_75_17","","Co Complexes","country parks","Country parks",
"publicParks","Co_40_75_68","","Co Complexes","public parks","Public parks",
"recreationGrounds","Co_40_75_71","","Co Complexes","recreation grounds","Recreation grounds",
"sportAndActivityComplexes","Co_42","","Co Complexes","sport and activity complexes","Sport and activity complexes",
"indoorActivityComplexes","Co_42_40","","Co Complexes","indoor activity complexes","Indoor activity complexes",
"indoorAthleticsStadiums","Co_42_40_10","","Co Complexes","indoor athletics stadiums","Indoor athletics stadiums",
"indoorSportsComplexes","Co_42_40_40","","Co Complexes","indoor sports complexes","Indoor sports complexes",
"outdoorActivityComplexes","Co_42_50","","Co Complexes","outdoor activity complexes","Outdoor activity complexes",
"outdoorStadiums","Co_42_50_10","","Co Complexes","outdoor stadiums","Outdoor stadiums",
"equineSportsComplexes","Co_42_50_25","","Co Complexes","equine sports complexes","Equine sports complexes",
"golfCourses","Co_42_50_30","","Co Complexes","golf courses","Golf courses",
"motorSportsComplexes","Co_42_50_50","","Co Complexes","motor sports complexes","Motor sports complexes",
"outdoorSportsComplexes","Co_42_50_60","","Co Complexes","outdoor sports complexes","Outdoor sports complexes",
"racehorseGallops","Co_42_50_70","","Co Complexes","racehorse gallops","Racehorse gallops",
"winterSportComplexes","Co_42_50_95","","Co Complexes","winter sport complexes","Winter sport complexes",
"swimmingComplexes","Co_42_85","","Co Complexes","swimming complexes","Swimming complexes",
"indoorSwimmingPoolComplexes","Co_42_85_40","","Co Complexes","indoor swimming pool complexes","Indoor swimming pool complexes",
"outdoorSwimmingPoolComplexes","Co_42_85_60","","Co Complexes","outdoor swimming pool complexes","Outdoor swimming pool complexes",
"waterParks","Co_42_85_96","","Co Complexes","water parks","Water parks",
"residentialComplexes","Co_45","","Co Complexes","residential complexes","Residential complexes",
"livingComplexes","Co_45_10","","Co Complexes","living complexes","Living complexes",
"campsites","Co_45_10_11","","Co Complexes","campsites","Campsites",
"caravanParks","Co_45_10_12","","Co Complexes","caravan parks","Caravan parks",
"conventsAndMonasteries","Co_45_10_15","","Co Complexes","convents and monasteries","Convents and monasteries",
"emergencyCamps","Co_45_10_27","","Co Complexes","emergency camps","Emergency camps",
"hallsOfResidence","Co_45_10_35","","Co Complexes","halls of residence","Halls of residence",
"highRiseResidentialComplexes","Co_45_10_36","","Co Complexes","high-rise residential complexes","High-rise residential complexes",
"hostels","Co_45_10_37","","Co Complexes","hostels","Hostels",
"hotels","Co_45_10_38","","Co Complexes","hotels","Hotels",
"housesInMultipleOccupation","Co_45_10_40","","Co Complexes","houses in multiple occupation","Houses in multiple occupation",
"housingEstates","Co_45_10_41","","Co Complexes","housing estates","Housing estates",
"militaryCamps","Co_45_10_51","","Co Complexes","military camps","Military camps",
"motels","Co_45_10_54","","Co Complexes","motels","Motels",
"religiousRetreats","Co_45_10_72","","Co Complexes","religious retreats","Religious retreats",
"residentialProperties","Co_45_10_74","","Co Complexes","residential properties","Residential properties",
"shelteredHousing","Co_45_10_78","","Co Complexes","sheltered housing","Sheltered housing",
"youthGroupCamps","Co_45_10_98","","Co Complexes","youth group camps","Youth group camps",
"wasteDisposalComplexes","Co_50","","Co Complexes","waste disposal complexes","Waste disposal complexes",
"nonAqueousWasteCollectionAndDistributionComplexes","Co_50_20","","Co Complexes","non-aqueous waste collection and distribution complexes","Non-aqueous waste collection and distribution complexes",
"drainageCollectionComplexes","Co_50_30","","Co Complexes","drainage collection complexes","Drainage collection complexes",
"drainageCollectionNetworks","Co_50_30_25","","Co Complexes","drainage collection networks","Drainage collection networks",
"wastewaterCollectionComplexes","Co_50_35","","Co Complexes","wastewater collection complexes","Wastewater collection complexes",
"combinedWastewaterCollectionNetworks","Co_50_35_15","","Co Complexes","combined wastewater collection networks","Combined wastewater collection networks",
"combinedWastewaterTransferComplexes","Co_50_35_17","","Co Complexes","combined wastewater transfer complexes","Combined wastewater transfer complexes",
"surfaceWaterCollectionNetworks","Co_50_35_85","","Co Complexes","surface water collection networks","Surface water collection networks",
"surfaceWaterTransferComplexes","Co_50_35_87","","Co Complexes","surface water transfer complexes","Surface water transfer complexes",
"wastewaterCollectionNetworks","Co_50_35_96","","Co Complexes","wastewater collection networks","Wastewater collection networks",
"wastewaterTransferComplexes","Co_50_35_98","","Co Complexes","wastewater transfer complexes","Wastewater transfer complexes",
"dryWasteCollectionAndDistributionComplexes","Co_50_40","","Co Complexes","dry waste collection and distribution complexes","Dry waste collection and distribution complexes",
"dryWasteCollectionComplexes","Co_50_40_10","","Co Complexes","dry waste collection complexes","Dry waste collection complexes",
"dryWasteDistributionComplexes","Co_50_40_50","","Co Complexes","dry waste distribution complexes","Dry waste distribution complexes",
"nonAqueousWasteTreatmentAndDisposalComplexes","Co_50_60","","Co Complexes","non-aqueous waste treatment and disposal complexes","Non-aqueous waste treatment and disposal complexes",
"drainageStorageTreatmentAndDisposalComplexes","Co_50_70","","Co Complexes","drainage storage, treatment and disposal complexes","Drainage storage, treatment and disposal complexes",
"drainageDisposalNetworks","Co_50_70_25","","Co Complexes","drainage disposal networks","Drainage disposal networks",
"scienceLaboratories","SL_25_10_75","","SL Spaces/ Locations","science laboratories","Science laboratories",
"secondarySpecialEducationalNeeds","SL_25_10_76","","SL Spaces/ Locations","secondary special educational needs","Secondary special educational needs (SEN) classrooms",
"semiOpenClassbases","SL_25_10_77","","SL Spaces/ Locations","semi-open classbases","Semi-open classbases",
"seminarRooms","SL_25_10_78","","SL Spaces/ Locations","seminar rooms","Seminar rooms",
"sharedTeachingAreas","SL_25_10_79","","SL Spaces/ Locations","shared teaching areas","Shared teaching areas",
"sixthFormSpecialEducationalNeeds","SL_25_10_81","","SL Spaces/ Locations","sixth form special educational needs","Sixth form special educational needs (SEN) classrooms",
"studySpaces","SL_25_10_84","","SL Spaces/ Locations","study spaces","Study spaces",
"designSpaces","SL_25_20","","SL Spaces/ Locations","design spaces","Design spaces",
"artists'Studios","SL_25_20_04","","SL Spaces/ Locations","artists' studios","Artists' studios",
"creativeArtStudios","SL_25_20_18","","SL Spaces/ Locations","creative art studios","Creative art studios",
"designers'Studios","SL_25_20_23","","SL Spaces/ Locations","designers' studios","Designers' studios",
"scientificAndLaboratorySpaces","SL_25_30","","SL Spaces/ Locations","scientific and laboratory spaces","Scientific and laboratory spaces",
"anechoicChambers","SL_25_30_02","","SL Spaces/ Locations","anechoic chambers","Anechoic chambers",
"astronomicalObservatories","SL_25_30_04","","SL Spaces/ Locations","astronomical observatories","Astronomical observatories",
"autoclaveRooms","SL_25_30_05","","SL Spaces/ Locations","autoclave rooms","Autoclave rooms",
"biologicalLaboratories","SL_25_30_07","","SL Spaces/ Locations","biological laboratories","Biological laboratories",
"bioscienceLaboratories","SL_25_30_10","","SL Spaces/ Locations","bioscience laboratories","Bioscience laboratories",
"chemistryLaboratories","SL_25_30_13","","SL Spaces/ Locations","chemistry laboratories","Chemistry laboratories",
"cleanRooms","SL_25_30_14","","SL Spaces/ Locations","clean rooms","Clean rooms",
"clinicalBiochemistryLaboratories","SL_25_30_15","","SL Spaces/ Locations","clinical biochemistry laboratories","Clinical biochemistry laboratories",
"clinicalMicrobiologyLaboratories","SL_25_30_16","","SL Spaces/ Locations","clinical microbiology laboratories","Clinical microbiology laboratories",
"clinicalPathologyLaboratories","SL_25_30_17","","SL Spaces/ Locations","clinical pathology laboratories","Clinical pathology laboratories",
"containmentLaboratories","SL_25_30_19","","SL Spaces/ Locations","containment laboratories","Containment laboratories",
"darkrooms","SL_25_30_21","","SL Spaces/ Locations","darkrooms","Darkrooms",
"dentalLaboratories","SL_25_30_22","","SL Spaces/ Locations","dental laboratories","Dental laboratories",
"dissectionRooms","SL_25_30_23","","SL Spaces/ Locations","dissection rooms","Dissection rooms",
"earthSciencesLaboratories","SL_25_30_26","","SL Spaces/ Locations","earth sciences laboratories","Earth sciences laboratories",
"engineeringLaboratories","SL_25_30_27","","SL Spaces/ Locations","engineering laboratories","Engineering laboratories",
"experimentControlRooms","SL_25_30_28","","SL Spaces/ Locations","experiment control rooms","Experiment control rooms",
"flowCytometryRooms","SL_25_30_29","","SL Spaces/ Locations","flow cytometry rooms","Flow cytometry rooms",
"foodTestingLaboratories","SL_25_30_30","","SL Spaces/ Locations","food testing laboratories","Food testing laboratories",
"forensicsLaboratories","SL_25_30_31","","SL Spaces/ Locations","forensics laboratories","Forensics laboratories",
"forensicScientificSupportRooms","SL_25_30_32","","SL Spaces/ Locations","forensic scientific support rooms","Forensic scientific support rooms",
"geologyLaboratories","SL_25_30_33","","SL Spaces/ Locations","geology laboratories","Geology laboratories",
"instrumentRooms","SL_25_30_42","","SL Spaces/ Locations","instrument rooms","Instrument rooms",
"laboratoryColdRooms","SL_25_30_46","","SL Spaces/ Locations","laboratory cold rooms","Laboratory cold rooms",
"laboratoryWarmRooms","SL_25_30_47","","SL Spaces/ Locations","laboratory warm rooms","Laboratory warm rooms",
"materialTestingLaboratories","SL_25_30_50","","SL Spaces/ Locations","material testing laboratories","Material testing laboratories",
"physicsLaboratories","SL_25_30_66","","SL Spaces/ Locations","physics laboratories","Physics laboratories",
"psychologyLaboratories","SL_25_30_68","","SL Spaces/ Locations","psychology laboratories","Psychology laboratories",
"radiationShieldedRooms","SL_25_30_70","","SL Spaces/ Locations","radiation shielded rooms","Radiation shielded rooms",
"scientificEquipmentRooms","SL_25_30_76","","SL Spaces/ Locations","scientific equipment rooms","Scientific equipment rooms",
"seismographRooms","SL_25_30_78","","SL Spaces/ Locations","seismograph rooms","Seismograph rooms",
"testingRooms","SL_25_30_88","","SL Spaces/ Locations","testing rooms","Testing rooms",
"trainingSpaces","SL_25_40","","SL Spaces/ Locations","training spaces","Training spaces",
"animalCareTrainingRooms","SL_25_40_03","","SL Spaces/ Locations","animal care training rooms","Animal care training rooms",
"cateringTrainingKitchens","SL_25_40_11","","SL Spaces/ Locations","catering training kitchens","Catering training kitchens",
"constructionWorkshops","SL_25_40_15","","SL Spaces/ Locations","construction workshops","Construction workshops",
"designTechnologyStudios","SL_25_40_22","","SL Spaces/ Locations","design technology studios","Design technology studios",
"designTechnologyWorkshops","SL_25_40_23","","SL Spaces/ Locations","design technology workshops","Design technology workshops",
"engineeringWorkshops","SL_25_40_27","","SL Spaces/ Locations","engineering workshops","Engineering workshops",
"hairAndBeautyTrainingSalons","SL_25_40_36","","SL Spaces/ Locations","hair and beauty training salons","Hair and beauty training salons",
"healthAndClinicalTrainingRooms","SL_25_40_38","","SL Spaces/ Locations","health and clinical training rooms","Health and clinical training rooms",
"informationAndCommunicationsTechnology","SL_25_40_40","","SL Spaces/ Locations","information and communications technology","Information and communications technology (ICT)-rich studios",
"independentLifeSkillsRooms","SL_25_40_42","","SL Spaces/ Locations","independent life skills rooms","Independent life skills rooms",
"manufacturingWorkshops","SL_25_40_50","","SL Spaces/ Locations","manufacturing workshops","Manufacturing workshops",
